,0,Farmacia,Normal,Oferta,Producto,SKU
860,Tareg 80 mg x 56 Comprimidos Recubiertos,,,,,
861,49241,,,,,
862,72795.00,,,,,
863,72795.00,,,,,
864,2022-04-04,,,,,
865,Ahumada,,,,,
866,Tareg 80 mg x 56 Comprimidos Recubiertos,,,,,
867,49241,,,,,
868,72795.00,,,,,
869,72795.00,,,,,
870,2022-04-04,,,,,
871,Ahumada,,,,,
872,Azymol 15 mg x 30 Comprimidos,,,,,
873,46505,,,,,
874,74995.00,,,,,
875,74995.00,,,,,
876,2022-04-04,,,,,
877,Ahumada,,,,,
878,Azymol 15 mg x 30 Comprimidos,,,,,
879,46505,,,,,
880,74995.00,,,,,
881,74995.00,,,,,
882,2022-04-04,,,,,
883,Ahumada,,,,,
884,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",,,,,
885,81111,,,,,
886,14995.00,,,,,
887,14995.00,,,,,
888,2022-04-04,,,,,
889,Ahumada,,,,,
890,Nestle Colado Etapa 3 Verdura\/Carne x 215 g,,,,,
891,43756001,,,,,
892,2349.00,,,,,
893,2349.00,,,,,
894,2022-04-04,,,,,
895,Ahumada,,,,,
896,Nestle Colado Etapa 3 Verdura\/Carne x 215 g,,,,,
897,43756001,,,,,
898,2349.00,,,,,
899,2349.00,,,,,
900,2022-04-04,,,,,
901,Ahumada,,,,,
902,Pack T\u00edo Nacho Shampoo + Acondicionador Engrosador 415 Ml,,,,,
903,87750,,,,,
904,11999.00,,,,,
905,11999.00,,,,,
906,2022-04-04,,,,,
907,Ahumada,,,,,
908,Shampoo T\u00edo Nacho  Antida\u00f1o Con Aloe Vera 415ml,,,,,
909,87587,,,,,
910,7999.00,,,,,
911,7999.00,,,,,
912,2022-04-04,,,,,
913,Ahumada,,,,,
914,Kotex Toalla Higienica Ultrafina Con Alas Suave x 16 Unidades,,,,,
915,48810,,,,,
916,2999.00,,,,,
917,2999.00,,,,,
918,2022-04-04,,,,,
919,Ahumada,,,,,
920,Dolorub Hilos De Cobre x 1 Parche,,,,,
921,80662,,,,,
922,2595.00,,,,,
923,2595.00,,,,,
924,2022-04-04,,,,,
925,Ahumada,,,,,
926,Compresa Frio Calor Rodilla x 1 Unidad,,,,,
927,87265,,,,,
928,11595.00,,,,,
929,11595.00,,,,,
930,2022-04-04,,,,,
931,Ahumada,,,,,
932,Compresa Frio Calor Rodilla x 1 Unidad,,,,,
933,87265,,,,,
934,11595.00,,,,,
935,11595.00,,,,,
936,2022-04-04,,,,,
937,Ahumada,,,,,
938,Similac Formula Total Comfort x 820 g,,,,,
939,71228,,,,,
940,22099.00,,,,,
941,22099.00,,,,,
942,2022-04-04,,,,,
943,Ahumada,,,,,
944,Promil Gold Nueva Formula Etapa 2 x 900 g,,,,,
945,23234,,,,,
946,20399.00,,,,,
947,20399.00,,,,,
948,2022-04-04,,,,,
949,Ahumada,,,,,
950,Shampoo Isdin Baby Naturals Gel 400ml,,,,,
951,89231,,,,,
952,13499.00,,,,,
953,13499.00,,,,,
954,2022-04-04,,,,,
955,Ahumada,,,,,
956,Engystol x 50 Comprimidos,,,,,
957,49937,,,,,
958,19295.00,,,,,
959,19295.00,,,,,
960,2022-04-04,,,,,
961,Ahumada,,,,,
962,La Roche Posay Serum Hyalu B5 x 30 mL,,,,,
963,84997,,,,,
964,37499.00,,,,,
965,37499.00,,,,,
966,2022-04-04,,,,,
967,Ahumada,,,,,
968,Nexium 40 mg x 28 Comprimidos Con Recubrimiento Ent\u00e9rico,,,,,
969,35826,,,,,
970,46395.00,,,,,
971,46395.00,,,,,
972,2022-04-04,,,,,
973,Ahumada,,,,,
974,Nexium 40 mg x 28 Comprimidos Con Recubrimiento Ent\u00e9rico,,,,,
975,35826,,,,,
976,46395.00,,,,,
977,46395.00,,,,,
978,2022-04-04,,,,,
979,Ahumada,,,,,
980,Elvive Hidra Hialuronico Aco 370ml,,,,,
981,89829,,,,,
982,4299.00,,,,,
983,4299.00,,,,,
984,2022-04-04,,,,,
985,Ahumada,,,,,
986,Elvive Hidra Hialuronico Aco 370ml,,,,,
987,89829,,,,,
988,4299.00,,,,,
989,4299.00,,,,,
990,2022-04-04,,,,,
991,Ahumada,,,,,
992,La Roche Posay Filtro Solar Anthelios Toque Seco Sin Color FPS 50 x 50 mL,,,,,
993,75601,,,,,
994,19499.00,,,,,
995,19499.00,,,,,
996,2022-04-04,,,,,
997,Ahumada,,,,,
998,La Roche Posay Filtro Solar Anthelios Toque Seco Sin Color FPS 50 x 50 mL,,,,,
999,75601,,,,,
1000,19499.00,,,,,
1001,19499.00,,,,,
1002,2022-04-04,,,,,
1003,Ahumada,,,,,
1004,Ezetrol 10 mg x 30 Comprimidos,,,,,
1005,86676,,,,,
1006,35895.00,,,,,
1007,35895.00,,,,,
1008,2022-04-04,,,,,
1009,Ahumada,,,,,
1010,Ezetrol 10 mg x 30 Comprimidos,,,,,
1011,86676,,,,,
1012,35895.00,,,,,
1013,35895.00,,,,,
1014,2022-04-04,,,,,
1015,Ahumada,,,,,
1016,Ezetrol 10 mg x 30 Comprimidos,,,,,
1017,86676,,,,,
1018,35895.00,,,,,
1019,35895.00,,,,,
1020,2022-04-04,,,,,
1021,Ahumada,,,,,
1022,"Ciprodex x 7,5 mL Suspensi\u00f3n Otica",,,,,
1023,43985,,,,,
1024,28295.00,,,,,
1025,28295.00,,,,,
1026,2022-04-04,,,,,
1027,Ahumada,,,,,
1028,Vichy Shampoo Dercos Anticaspa Grasa x 390 mL,,,,,
1029,83905,,,,,
1030,18699.00,,,,,
1031,18699.00,,,,,
1032,2022-04-04,,,,,
1033,Ahumada,,,,,
1034,Vichy Shampoo Dercos Anticaspa Grasa x 390 mL,,,,,
1035,83905,,,,,
1036,18699.00,,,,,
1037,18699.00,,,,,
1038,2022-04-04,,,,,
1039,Ahumada,,,,,
1040,Vichy Shampoo Dercos Energizante Antica\u00ed\u00adda x 400 mL,,,,,
1041,82286,,,,,
1042,18699.00,,,,,
1043,18699.00,,,,,
1044,2022-04-04,,,,,
1045,Ahumada,,,,,
1046,Acotol x 28 Comprimidos Recubiertos,,,,,
1047,72253,,,,,
1048,16195.00,,,,,
1049,16195.00,,,,,
1050,2022-04-04,,,,,
1051,Ahumada,,,,,
1052,Acotol x 28 Comprimidos Recubiertos,,,,,
1053,72253,,,,,
1054,16195.00,,,,,
1055,16195.00,,,,,
1056,2022-04-04,,,,,
1057,Ahumada,,,,,
1058,Accu-Chek Instant Cintas x 50 Unidades,,,,,
1059,84495,,,,,
1060,42695.00,,,,,
1061,42695.00,,,,,
1062,2022-04-04,,,,,
1063,Ahumada,,,,,
1064,Neilmed Sinus Rinse Kit Inicio x 60 Sachet,,,,,
1065,85031,,,,,
1066,23495.00,,,,,
1067,23495.00,,,,,
1068,2022-04-04,,,,,
1069,Ahumada,,,,,
1070,Aerochamber Plus Child x 1 Unidad,,,,,
1071,87388,,,,,
1072,33195.00,,,,,
1073,33195.00,,,,,
1074,2022-04-04,,,,,
1075,Ahumada,,,,,
1076,Oral B Seda Dental Satint x 25 m x 1 Unidad,,,,,
1077,20755,,,,,
1078,4899.00,,,,,
1079,4899.00,,,,,
1080,2022-04-04,,,,,
1081,Ahumada,,,,,
1082,Phb Aplicador Hilo Dental Flosser x 30 Unidades,,,,,
1083,85537,,,,,
1084,4599.00,,,,,
1085,4599.00,,,,,
1086,2022-04-04,,,,,
1087,Ahumada,,,,,
1088,Sunvitlife 800 UI x 120 Comprimidos,,,,,
1089,88603,,,,,
1090,7595.00,,,,,
1091,7595.00,,,,,
1092,2022-04-04,,,,,
1093,Ahumada,,,,,
1094,Fasalcol 0.1% Sol. Spr. 200ml.,,,,,
1095,35247,,,,,
1096,5245.00,,,,,
1097,5245.00,,,,,
1098,2022-04-04,,,,,
1099,Ahumada,,,,,
1100,Fasalcol 0.1% Sol. Spr. 200ml.,,,,,
1101,35247,,,,,
1102,5245.00,,,,,
1103,5245.00,,,,,
1104,2022-04-04,,,,,
1105,Ahumada,,,,,
1106,"Eliquis 2,5 mg x 60 Comprimidos Recubiertos",,,,,
1107,87441,,,,,
1108,85995.00,,,,,
1109,85995.00,,,,,
1110,2022-04-04,,,,,
1111,Ahumada,,,,,
1112,Cerave Loci\u00f3n Hidratante Piel Seca A Muy Seca x 473 mL,,,,,
1113,85379,,,,,
1114,13699.00,,,,,
1115,13699.00,,,,,
1116,2022-04-04,,,,,
1117,Ahumada,,,,,
1118,Fructis Pack Shampoo Anticaspa Cabello Graso 350 mL x 1 Pack,,,,,
1119,35614,,,,,
1120,4699.00,,,,,
1121,4699.00,,,,,
1122,2022-04-04,,,,,
1123,Ahumada,,,,,
1124,Sunvitlife Fish Oil x 100 C\u00e1psulas Blandas,,,,,
1125,84250,,,,,
1126,11895.00,,,,,
1127,11895.00,,,,,
1128,2022-04-04,,,,,
1129,Ahumada,,,,,
1130,Huggies Pa\u00f1al Natural Care P x 34 Unidades,,,,,
1131,87431,,,,,
1132,9599.00,,,,,
1133,9599.00,,,,,
1134,2022-04-04,,,,,
1135,Ahumada,,,,,
1136,Babysec Pa\u00f1al Super Premium Talla P x 40 Unidades,,,,,
1137,83223001,,,,,
1138,11799.00,,,,,
1139,11799.00,,,,,
1140,2022-04-04,,,,,
1141,Ahumada,,,,,
1142,Babysec Pa\u00f1al Super Premium Talla P x 40 Unidades,,,,,
1143,83223001,,,,,
1144,11799.00,,,,,
1145,11799.00,,,,,
1146,2022-04-04,,,,,
1147,Ahumada,,,,,
1148,Alexia-D x 20 C\u00e1psulas Con Gr\u00e1nulos Recubiertos De Liberaci\u00f3n Prolongada,,,,,
1149,37503,,,,,
1150,28895.00,,,,,
1151,28895.00,,,,,
1152,2022-04-04,,,,,
1153,Ahumada,,,,,
1154,Alexia-D x 20 C\u00e1psulas Con Gr\u00e1nulos Recubiertos De Liberaci\u00f3n Prolongada,,,,,
1155,37503,,,,,
1156,28895.00,,,,,
1157,28895.00,,,,,
1158,2022-04-04,,,,,
1159,Ahumada,,,,,
1160,Cerave Loci\u00f3n Facial Hidratante SPF 25 x 52 mL,,,,,
1161,85414,,,,,
1162,12699.00,,,,,
1163,12699.00,,,,,
1164,2022-04-04,,,,,
1165,Ahumada,,,,,
1166,Bonavid 300.000 UI\/2 mL x 2 mL Soluci\u00f3n Oral para Gotas,,,,,
1167,85267,,,,,
1168,18795.00,,,,,
1169,18795.00,,,,,
1170,2022-04-04,,,,,
1171,Ahumada,,,,,
1172,Bonavid 300.000 UI\/2 mL x 2 mL Soluci\u00f3n Oral para Gotas,,,,,
1173,85267,,,,,
1174,18795.00,,,,,
1175,18795.00,,,,,
1176,2022-04-04,,,,,
1177,Ahumada,,,,,
1178,Bonavid 300.000 UI\/2 mL x 2 mL Soluci\u00f3n Oral para Gotas,,,,,
1179,85267,,,,,
1180,18795.00,,,,,
1181,18795.00,,,,,
1182,2022-04-04,,,,,
1183,Ahumada,,,,,
1184,Fructis Tratamiento Capilar Super Oleo 8 x 100 mL,,,,,
1185,75595,,,,,
1186,5399.00,,,,,
1187,5399.00,,,,,
1188,2022-04-04,,,,,
1189,Ahumada,,,,,
1190,Rts Cepillo Fucsia Tangle Teezer Orig 1u,,,,,
1191,87671,,,,,
1192,10599.00,,,,,
1193,10599.00,,,,,
1194,2022-04-04,,,,,
1195,Ahumada,,,,,
1196,Rts Cepillo Fucsia Tangle Teezer Orig 1u,,,,,
1197,87671,,,,,
1198,10599.00,,,,,
1199,10599.00,,,,,
1200,2022-04-04,,,,,
1201,Ahumada,,,,,
1202,Neurobion DC 10000 x 3 Jeringas Prellenadas Doble Camara,,,,,
1203,83663,,,,,
1204,17195.00,,,,,
1205,17195.00,,,,,
1206,2022-04-04,,,,,
1207,Ahumada,,,,,
1208,Arcalion 200mg. Caja 30 Comp. Rec.,,,,,
1209,45073,,,,,
1210,28795.00,,,,,
1211,28795.00,,,,,
1212,2022-04-04,,,,,
1213,Ahumada,,,,,
1214,Tramal Long 100 mg x 10 Comprimidos Recubiertos De Liberaci\u00f3n Prolongada,,,,,
1215,7727,,,,,
1216,32095.00,,,,,
1217,32095.00,,,,,
1218,2022-04-04,,,,,
1219,Ahumada,,,,,
1220,Underan 2 % x 15 g Ung\u00fcento D\u00e9rmico,,,,,
1221,16114,,,,,
1222,26895.00,,,,,
1223,26895.00,,,,,
1224,2022-04-04,,,,,
1225,Ahumada,,,,,
1226,Underan 2 % x 15 g Ung\u00fcento D\u00e9rmico,,,,,
1227,16114,,,,,
1228,26895.00,,,,,
1229,26895.00,,,,,
1230,2022-04-04,,,,,
1231,Ahumada,,,,,
1232,Pigeon Extractor Leche Con Manilla B\u00e1sico 1 x 1 Unidad,,,,,
1233,86881,,,,,
1234,33399.00,,,,,
1235,33399.00,,,,,
1236,2022-04-04,,,,,
1237,Ahumada,,,,,
1238,Mam Mamadera Ultivent Anticolico x 260 mL,,,,,
1239,64244,,,,,
1240,12799.00,,,,,
1241,12799.00,,,,,
1242,2022-04-04,,,,,
1243,Ahumada,,,,,
1244,Chupete Mam Rep 2 Un. Ult Vent Flu3,,,,,
1245,68027,,,,,
1246,9799.00,,,,,
1247,9799.00,,,,,
1248,2022-04-04,,,,,
1249,Ahumada,,,,,
1250,Loreal Autobronceante Sublime Bronze Iluminador Con Color x 200 mL,,,,,
1251,88648,,,,,
1252,11999.00,,,,,
1253,11999.00,,,,,
1254,2022-04-04,,,,,
1255,Ahumada,,,,,
1256,Australian Gold Protector Solar Spray Bronze FPS 30 x 237 mL,,,,,
1257,68855,,,,,
1258,11499.00,,,,,
1259,11499.00,,,,,
1260,2022-04-04,,,,,
1261,Ahumada,,,,,
1262,Zomel HP Triterapia 1 g\/500 mg\/20 mg  x 14 Blister,,,,,
1263,75761,,,,,
1264,47795.00,,,,,
1265,47795.00,,,,,
1266,2022-04-04,,,,,
1267,Ahumada,,,,,
1268,Lifestyles Nuda x 12 Unidades,,,,,
1269,3546,,,,,
1270,7495.00,,,,,
1271,7495.00,,,,,
1272,2022-04-04,,,,,
1273,Ahumada,,,,,
1274,Lifestyles Climax Control x 12 Unidades,,,,,
1275,60305,,,,,
1276,8395.00,,,,,
1277,8395.00,,,,,
1278,2022-04-04,,,,,
1279,Ahumada,,,,,
1280,Lifestyles Climax Control x 12 Unidades,,,,,
1281,60305,,,,,
1282,8395.00,,,,,
1283,8395.00,,,,,
1284,2022-04-04,,,,,
1285,Ahumada,,,,,
1286,Rehsal 90 x 4 Sobres Polvo Para Soluci\u00f3n Oral,,,,,
1287,2211,,,,,
1288,10895.00,,,,,
1289,10895.00,,,,,
1290,2022-04-04,,,,,
1291,Ahumada,,,,,
1292,Glucosa 5 % x 500 mL Soluci\u00f3n Inyectable,,,,,
1293,62957,,,,,
1294,1795.00,,,,,
1295,1795.00,,,,,
1296,2022-04-04,,,,,
1297,Ahumada,,,,,
1298,Lax 3350 Sachet 17 g x 7 Sobres Polvo Para Soluci\u00f3n Oral,,,,,
1299,75443,,,,,
1300,14295.00,,,,,
1301,14295.00,,,,,
1302,2022-04-04,,,,,
1303,Ahumada,,,,,
1304,Lax 3350 Sachet 17 g x 7 Sobres Polvo Para Soluci\u00f3n Oral,,,,,
1305,75443,,,,,
1306,14295.00,,,,,
1307,14295.00,,,,,
1308,2022-04-04,,,,,
1309,Ahumada,,,,,
1310,Deaten 40 mg x 30 Comprimidos,,,,,
1311,46169,,,,,
1312,63495.00,,,,,
1313,63495.00,,,,,
1314,2022-04-04,,,,,
1315,Ahumada,,,,,
1316,Deaten 40 mg x 30 Comprimidos,,,,,
1317,46169,,,,,
1318,63495.00,,,,,
1319,63495.00,,,,,
1320,2022-04-04,,,,,
1321,Ahumada,,,,,
1322,Bi - O Pack Antitranspirante Spray Extreme Ice x 1 Pack,,,,,
1323,87345,,,,,
1324,4299.00,,,,,
1325,4299.00,,,,,
1326,2022-04-04,,,,,
1327,Ahumada,,,,,
1328,Perenteryl 250 mg x 10 C\u00e1psulas,,,,,
1329,77177,,,,,
1330,13495.00,,,,,
1331,13495.00,,,,,
1332,2022-04-04,,,,,
1333,Ahumada,,,,,
1334,Perenteryl 250 mg x 10 C\u00e1psulas,,,,,
1335,77177,,,,,
1336,13495.00,,,,,
1337,13495.00,,,,,
1338,2022-04-04,,,,,
1339,Ahumada,,,,,
1340,Gillette Gel De Afeitar Fusion 2 En 1 Glid +  Smooth Hidratante x 1 Unidad,,,,,
1341,73766002,,,,,
1342,7899.00,,,,,
1343,7899.00,,,,,
1344,2022-04-04,,,,,
1345,Ahumada,,,,,
1346,EDT POWER OF SED A.BANDERAS SEDUC 200ML,,,,,
1347,88781,,,,,
1348,25999.00,,,,,
1349,25999.00,,,,,
1350,2022-04-04,,,,,
1351,Ahumada,,,,,
1352,Deca Durabolin 50 mg\/mL x 1 mL Solucion Oleosa Inyectable,,,,,
1353,7037,,,,,
1354,20295.00,,,,,
1355,20295.00,,,,,
1356,2022-04-04,,,,,
1357,Ahumada,,,,,
1358,"Loceryl 5 % x 2,5 mL Esmalte Laca Para U\u00f1as",,,,,
1359,4045,,,,,
1360,28345.00,,,,,
1361,28345.00,,,,,
1362,2022-04-04,,,,,
1363,Ahumada,,,,,
1364,"Loceryl 5 % x 2,5 mL Esmalte Laca Para U\u00f1as",,,,,
1365,4045,,,,,
1366,28345.00,,,,,
1367,28345.00,,,,,
1368,2022-04-04,,,,,
1369,Ahumada,,,,,
1370,Veet Cera Depilatoria Corporal Piel Sensible x 12 Unidades,,,,,
1371,49213,,,,,
1372,7599.00,,,,,
1373,7599.00,,,,,
1374,2022-04-04,,,,,
1375,Ahumada,,,,,
1376,Gillette Repuesto Venus Spa x 2 Unidades,,,,,
1377,84003,,,,,
1378,6999.00,,,,,
1379,6999.00,,,,,
1380,2022-04-04,,,,,
1381,Ahumada,,,,,
1382,Bi-O Desodorante Barra Antitranspirante Clarify x 45 g,,,,,
1383,82191001,,,,,
1384,3399.00,,,,,
1385,3399.00,,,,,
1386,2022-04-04,,,,,
1387,Ahumada,,,,,
1388,Trim Lima Lija x 10 Unidades,,,,,
1389,85199,,,,,
1390,2499.00,,,,,
1391,2499.00,,,,,
1392,2022-04-04,,,,,
1393,Ahumada,,,,,
1394,Trim Lima Lija x 10 Unidades,,,,,
1395,85199,,,,,
1396,2499.00,,,,,
1397,2499.00,,,,,
1398,2022-04-04,,,,,
1399,Ahumada,,,,,
1400,Aerochamber Plus Adult Morada x 1 Unidad,,,,,
1401,87387,,,,,
1402,33195.00,,,,,
1403,33195.00,,,,,
1404,2022-04-04,,,,,
1405,Ahumada,,,,,
1406,"Epi Derm EDG 1000 14,5 cm x 3,5 cm x 1 Unidad",,,,,
1407,37601,,,,,
1408,28195.00,,,,,
1409,28195.00,,,,,
1410,2022-04-04,,,,,
1411,Ahumada,,,,,
1412,ap\u00f3sitos adhesivos sanitarios band-aid\u00ae frozen x 25 un.,,,,,
1413,85908,,,,,
1414,4345.00,,,,,
1415,4345.00,,,,,
1416,2022-04-04,,,,,
1417,Ahumada,,,,,
1418,enjuague bucal listerine\u00ae cool mint zero alcohol x 1 lt,,,,,
1419,76374,,,,,
1420,7799.00,,,,,
1421,7799.00,,,,,
1422,2022-04-04,,,,,
1423,Ahumada,,,,,
1424,enjuague bucal listerine\u00ae cool mint x 1000 ml,,,,,
1425,88720,,,,,
1426,7799.00,,,,,
1427,7799.00,,,,,
1428,2022-04-04,,,,,
1429,Ahumada,,,,,
1430,Gillette Desodorante Clinical Clear Gel Pressure Defense x 45 g,,,,,
1431,82611,,,,,
1432,4999.00,,,,,
1433,4999.00,,,,,
1434,2022-04-04,,,,,
1435,Ahumada,,,,,
1436,Blunding Cabestrillo Brazo Adulto M x 1 Unidad,,,,,
1437,87132,,,,,
1438,5995.00,,,,,
1439,5995.00,,,,,
1440,2022-04-04,,,,,
1441,Ahumada,,,,,
1442,Blunding Cabestrillo Brazo Adulto M x 1 Unidad,,,,,
1443,87132,,,,,
1444,5995.00,,,,,
1445,5995.00,,,,,
1446,2022-04-04,,,,,
1447,Ahumada,,,,,
1448,"Cicatricure Serum Concentrado Anti-Manchas x 3,4 g",,,,,
1449,86538,,,,,
1450,17599.00,,,,,
1451,17599.00,,,,,
1452,2022-04-04,,,,,
1453,Ahumada,,,,,
1454,"Oralgene 0,12 % Colutorio x 500 mL",,,,,
1455,15357,,,,,
1456,10999.00,,,,,
1457,10999.00,,,,,
1458,2022-04-04,,,,,
1459,Ahumada,,,,,
1460,"Oralgene 0,12 % Colutorio x 500 mL",,,,,
1461,15357,,,,,
1462,10999.00,,,,,
1463,10999.00,,,,,
1464,2022-04-04,,,,,
1465,Ahumada,,,,,
1466,Maybelline Sombra Mini Palette Chill Brunch x 1 Unidad,,,,,
1467,83888001,,,,,
1468,6499.00,,,,,
1469,6499.00,,,,,
1470,2022-04-04,,,,,
1471,Ahumada,,,,,
1472,Spasmex 30 mg x 30 Comprimidos Recubiertos,,,,,
1473,83506,,,,,
1474,35495.00,,,,,
1475,35495.00,,,,,
1476,2022-04-04,,,,,
1477,Ahumada,,,,,
1478,Spasmex 30 mg x 30 Comprimidos Recubiertos,,,,,
1479,83506,,,,,
1480,35495.00,,,,,
1481,35495.00,,,,,
1482,2022-04-04,,,,,
1483,Ahumada,,,,,
1484,Repelex Forte x 165 mL Aerosol,,,,,
1485,83051,,,,,
1486,8495.00,,,,,
1487,8495.00,,,,,
1488,2022-04-04,,,,,
1489,Ahumada,,,,,
1490,Repelex Forte x 165 mL Aerosol,,,,,
1491,83051,,,,,
1492,8495.00,,,,,
1493,8495.00,,,,,
1494,2022-04-04,,,,,
1495,Ahumada,,,,,
1496,Repelex Forte x 165 mL Aerosol,,,,,
1497,83051,,,,,
1498,8495.00,,,,,
1499,8495.00,,,,,
1500,2022-04-04,,,,,
1501,Ahumada,,,,,
1502,Trileptal 600 mg x 60 Comprimidos Recubiertos,,,,,
1503,49232,,,,,
1504,91195.00,,,,,
1505,91195.00,,,,,
1506,2022-04-04,,,,,
1507,Ahumada,,,,,
1508,Trileptal 600 mg x 60 Comprimidos Recubiertos,,,,,
1509,49232,,,,,
1510,91195.00,,,,,
1511,91195.00,,,,,
1512,2022-04-04,,,,,
1513,Ahumada,,,,,
1514,Suncare Kids FPS 50+ x 180 g Spray Solucion Topica,,,,,
1515,87138,,,,,
1516,20199.00,,,,,
1517,20199.00,,,,,
1518,2022-04-04,,,,,
1519,Ahumada,,,,,
1520,Suncare Kids FPS 50+ x 180 g Spray Solucion Topica,,,,,
1521,87138,,,,,
1522,20199.00,,,,,
1523,20199.00,,,,,
1524,2022-04-04,,,,,
1525,Ahumada,,,,,
1526,Similac Formula Total Comfort x 820 g,,,,,
1527,71228,,,,,
1528,22099.00,,,,,
1529,22099.00,,,,,
1530,2022-04-04,,,,,
1531,Ahumada,,,,,
1532,Soap & Glory Brillo Labial Smp Candy x 1 Unidad,,,,,
1533,81176004,,,,,
1534,8299.00,,,,,
1535,8299.00,,,,,
1536,2022-04-04,,,,,
1537,Ahumada,,,,,
1538,Crestor 40 mg x 30 Comprimidos Recubiertos,,,,,
1539,80636,,,,,
1540,79195.00,,,,,
1541,79195.00,,,,,
1542,2022-04-04,,,,,
1543,Ahumada,,,,,
1544,Crestor 40 mg x 30 Comprimidos Recubiertos,,,,,
1545,80636,,,,,
1546,79195.00,,,,,
1547,79195.00,,,,,
1548,2022-04-04,,,,,
1549,Ahumada,,,,,
1550,Crestor 40 mg x 30 Comprimidos Recubiertos,,,,,
1551,80636,,,,,
1552,79195.00,,,,,
1553,79195.00,,,,,
1554,2022-04-04,,,,,
1555,Ahumada,,,,,
1556,"Cloruro De Sodio 0,9 % 10 mL x 5 Ampollas Soluci\u00f3n Inyectable",,,,,
1557,62898,,,,,
1558,2695.00,,,,,
1559,2695.00,,,,,
1560,2022-04-04,,,,,
1561,Ahumada,,,,,
1562,Agua Bidestilada Inyect.5 Amp. 5ml.,,,,,
1563,89168,,,,,
1564,1995.00,,,,,
1565,1995.00,,,,,
1566,2022-04-04,,,,,
1567,Ahumada,,,,,
1568,Agua Bidestilada Inyect.5 Amp. 5ml.,,,,,
1569,89168,,,,,
1570,1995.00,,,,,
1571,1995.00,,,,,
1572,2022-04-04,,,,,
1573,Ahumada,,,,,
1574,ASEPXIA Jab\u00f3n L\u00edquido de Carb\u00f3n Purificante 200 ml,,,,,
1575,86796,,,,,
1576,6699.00,,,,,
1577,6699.00,,,,,
1578,2022-04-04,,,,,
1579,Ahumada,,,,,
1580,Ensure Advance Vainilla x 850 g Polvo,,,,,
1581,79437,,,,,
1582,21195.00,,,,,
1583,21195.00,,,,,
1584,2022-04-04,,,,,
1585,Ahumada,,,,,
1586,Piascledine x 30 C\u00e1psulas,,,,,
1587,63574,,,,,
1588,27695.00,,,,,
1589,27695.00,,,,,
1590,2022-04-04,,,,,
1591,Ahumada,,,,,
1592,Dronaval 150mg. Caja 3 Comp. Rec.,,,,,
1593,50659,,,,,
1594,65795.00,,,,,
1595,65795.00,,,,,
1596,2022-04-04,,,,,
1597,Ahumada,,,,,
1598,Dronaval 150mg. Caja 3 Comp. Rec.,,,,,
1599,50659,,,,,
1600,65795.00,,,,,
1601,65795.00,,,,,
1602,2022-04-04,,,,,
1603,Ahumada,,,,,
1604,Excellence Tintura 6 x 246 g,,,,,
1605,32410014,,,,,
1606,7499.00,,,,,
1607,7499.00,,,,,
1608,2022-04-04,,,,,
1609,Ahumada,,,,,
1610,Duo Laca Fijador Extra Fuerte x 330 mL,,,,,
1611,75795,,,,,
1612,3099.00,,,,,
1613,3099.00,,,,,
1614,2022-04-04,,,,,
1615,Ahumada,,,,,
1616,Globifer Forte Plus x 40 Comprimidos,,,,,
1617,87030,,,,,
1618,28595.00,,,,,
1619,28595.00,,,,,
1620,2022-04-04,,,,,
1621,Ahumada,,,,,
1622,Infor Coenzima Q10 x 30 C\u00e1psulas Blandas,,,,,
1623,35942,,,,,
1624,13895.00,,,,,
1625,13895.00,,,,,
1626,2022-04-04,,,,,
1627,Ahumada,,,,,
1628,Infor Coenzima Q10 x 30 C\u00e1psulas Blandas,,,,,
1629,35942,,,,,
1630,13895.00,,,,,
1631,13895.00,,,,,
1632,2022-04-04,,,,,
1633,Ahumada,,,,,
1634,Vichy Desodorante Roll On Intense Pespirant Treatment x 50 mL,,,,,
1635,26811,,,,,
1636,14199.00,,,,,
1637,14199.00,,,,,
1638,2022-04-04,,,,,
1639,Ahumada,,,,,
1640,DESODORANTE ROLL ON EUCERIN pH5 50 ML,,,,,
1641,68214,,,,,
1642,10099.00,,,,,
1643,10099.00,,,,,
1644,2022-04-04,,,,,
1645,Ahumada,,,,,
1646,DESODORANTE ROLL ON EUCERIN pH5 50 ML,,,,,
1647,68214,,,,,
1648,10099.00,,,,,
1649,10099.00,,,,,
1650,2022-04-04,,,,,
1651,Ahumada,,,,,
1652,Red Bull Lata Energ\u00e9tica Sugar Free x 250 mL,,,,,
1653,67791,,,,,
1654,1999.00,,,,,
1655,1999.00,,,,,
1656,2022-04-04,,,,,
1657,Ahumada,,,,,
1658,Red Bull Lata Energ\u00e9tica Sugar Free x 250 mL,,,,,
1659,67791,,,,,
1660,1999.00,,,,,
1661,1999.00,,,,,
1662,2022-04-04,,,,,
1663,Ahumada,,,,,
1664,Naturella Toalla Higienica Dia Con Alas Manzanilla x 14 Unidades,,,,,
1665,80919,,,,,
1666,1799.00,,,,,
1667,1799.00,,,,,
1668,2022-04-04,,,,,
1669,Ahumada,,,,,
1670,Loreal M\u00e1scara Pesta\u00f1as Volume Lash Paradise Waterproof x 1 Unidad,,,,,
1671,83930002,,,,,
1672,9599.00,,,,,
1673,9599.00,,,,,
1674,2022-04-04,,,,,
1675,Ahumada,,,,,
1676,Azatioprina 50 Mg. Caja 100 Comp. Rec,,,,,
